time_boot_ms,distance
933760,20
933890,20
934030,20
934170,720
934300,20
934430,20
934560,20
934700,20
934830,20
934970,20
935100,20
935230,20
935360,20
935490,20
935620,20
935750,720
935880,20
936010,20
936140,20
936280,20
936410,20
936540,20
936690,20
936820,20
936980,20
937110,20
937250,20
937380,20
937510,20
937650,720
937780,20
937910,20
938040,20
938190,20
938320,20
938450,20
938580,20
938720,20
938850,20
939000,20
939130,20
939260,20
939390,20
939520,20
939650,20
939780,20
939910,20
940040,20
940220,20
940360,20
940490,20
940620,20
940750,20
940880,20
941010,20
941140,20
941270,20
941400,720
941530,720
941680,720
941810,720
941940,720
942070,720
942200,720
942470,720
942600,720
942730,720
942860,720
943000,720
943140,720
943310,720
943440,720
943570,720
943700,720
943830,720
943960,720
944090,720
944220,720
944360,720
944490,720
944620,720
944890,720
945020,720
945300,720
945440,720
945570,720
945860,720
946000,720
946130,720
946270,720
946410,720
946570,720
947990,720
948700,720
948830,720
948960,20
949230,720
949360,720
949630,720
949760,720
949930,720
950480,720
950620,720
950750,720
950880,720
951020,720
951150,720
951290,720
951420,720
951550,720
952710,720
953000,720
953130,720
953270,720
953410,720
953540,720
953690,720
953820,720
953950,720
954090,720
954220,720
957930,720
958070,720
958360,720
958500,720
958640,720
959060,720
959200,720
959340,720
959480,720
959790,720
959930,720
960070,720
960210,720
960780,720
